DATE,temperature,wind_speed,solar_irradiance
2022-01-01,0.1317215506461027,0.24202420242024203,0.506543719634077
2022-01-02,0.10421008753647354,0.2508250825082508,0.4969579363574024
2022-01-03,0.10837849103793251,0.21122112211221122,0.5421292986474854
2022-01-04,0.08420175072947067,0.21892189218921893,0.529771371044223
2022-01-05,0.09503959983326382,0.17381738173817385,0.5290710398459272
2022-01-06,0.16882034180908712,0.088008800880088,0.5268241439180612
2022-01-07,0.18757815756565244,0.15401540154015403,0.5300048147769882
2022-01-08,0.21592330137557325,0.1298129812981298,0.5662907249886926
2022-01-09,0.2630262609420593,0.05390539053905388,0.5737463342038839
2022-01-10,0.2942892872030013,0.006600660066006597,0.4562365952231576
2022-01-11,0.27969987494789494,0.10671067106710669,0.4011876449904434
2022-01-12,0.21550646102542725,0.0968096809680968,0.18331169115394155
2022-01-13,0.20967069612338474,0.15401540154015403,0.40006419702651047
2022-01-14,0.18299291371404747,0.2145214521452145,0.0892192766162331
2022-01-15,0.14005835764902053,0.2332233223322332,0.42892367848961904
2022-01-16,0.10462692788661943,0.33003300330033003,0.5048366623382308
2022-01-17,0.043768236765318935,0.253025302530253,0.5155167131122427
2022-01-18,0.03334722801167156,0.20902090209020902,0.5433111075446097
2022-01-19,0.08753647353063776,0.19911991199119916,0.5270721778841244
2022-01-20,0.11254689453939148,0.1298129812981298,0.4867010023490276
2022-01-21,0.2109212171738225,0.0,0.34746640598783174
2022-01-22,0.2430179241350563,0.12101210121012099,0.25379710821576035
2022-01-23,0.2738641100458524,0.23652365236523654,0.20071783947825328
2022-01-24,0.24510212588578584,0.13971397139713973,0.23310815739943685
2022-01-25,0.25052105043768236,0.02090209020902091,0.45104247216912996
2022-01-26,0.22467694872863686,0.0946094609460946,0.389179882986329
2022-01-27,0.13047102959566492,0.2629262926292629,0.4540188797618874
2022-01-28,0.030429345560650356,0.21562156215621564,0.5450327550737537
2022-01-29,0.014172571904960463,0.24972497249724973,0.565313179357738
2022-01-30,0.07628178407669861,0.132013201320132,0.5762996250310042
2022-01-31,0.16548561900792003,0.14411441144114415,0.6119143845110084
2022-02-01,0.21592330137557325,0.1364136413641364,0.5962298837158406
2022-02-02,0.27678199249687363,0.0022002200220021945,0.598009892178176
2022-02-03,0.271779908295123,0.25632563256325636,0.418943958913903
2022-02-04,0.3226344310129221,0.5192519251925192,0.11068150979734165
2022-02-05,0.17340558566069209,0.30913091309130913,0.6425538744364523
2022-02-06,0.11296373488953737,0.1298129812981298,0.6777163366842236
2022-02-07,0.15131304710295967,0.04730473047304731,0.637155488116255
2022-02-08,0.21884118382659445,0.025302530253025285,0.5796991493893987
2022-02-09,0.26135889954147573,0.042904290429042896,0.501641401246006
2022-02-10,0.287203001250521,0.176017601760176,0.23002961817359457
2022-02-11,0.2396832013338892,0.24312431243124316,0.38675790425888906
2022-02-12,0.1879949979157982,0.1188118811881188,0.6372284392827442
2022-02-13,0.16173405585660694,0.20132013201320137,0.7428763185923343
2022-02-14,0.18591079616506878,0.18151815181518155,0.7220706459096281
2022-02-15,0.21634014172571903,0.1188118811881188,0.7358730066093757
2022-02-16,0.2267611504793664,0.12101210121012099,0.6855221114985628
2022-02-17,0.28011671529804094,0.1342134213421342,0.5999795736733831
2022-02-18,0.2709462275948312,0.1364136413641364,0.6099155225492056
2022-02-19,0.2688620258441018,0.1408140814081408,0.6797443791126221
2022-02-20,0.3038766152563569,0.25742574257425743,0.24168721457856107
2022-02-21,0.2847019591496457,0.19251925192519254,0.6426997767694305
2022-02-22,0.3443101292205085,0.0869086908690869,0.552911481054582
2022-02-23,0.3734889537307211,0.06050605060506051,0.6022118793679511
2022-02-24,0.3734889537307211,0.26512651265126513,0.6320197259954187
2022-02-25,0.39849937473947483,0.2145214521452145,0.4242548038343133
2022-02-26,0.43559816590245937,0.0803080308030803,0.7202176862808036
2022-02-27,0.45769070446019167,0.0792079207920792,0.6123375012766454
2022-02-28,0.4493538974572737,0.2068206820682068,0.717868658719853
2022-03-01,0.4506044185077116,0.1155115511551155,0.601438597003166
2022-03-02,0.441017090454356,0.1353135313531353,0.6850698142663301
2022-03-03,0.42601083784910376,0.0957095709570957,0.7084579582427523
2022-03-04,0.4160066694456023,0.12871287128712872,0.7094646843403026
2022-03-05,0.4401834097540642,0.1837183718371837,0.6968003618377857
2022-03-06,0.441017090454356,0.1474147414741474,0.7367776010738412
2022-03-07,0.3768236765318883,0.25412541254125415,0.7866470184858255
2022-03-08,0.40058357649020426,0.22442244224422442,0.7928770481039992
2022-03-09,0.4222592746977908,0.18811881188118812,0.7959993580297349
2022-03-10,0.42934556065027085,0.17711771177117713,0.810706313193948
2022-03-11,0.43601500625260525,0.20792079207920788,0.7361210405754387
2022-03-12,0.46519383076281784,0.18481848184818478,0.8088825340317192
2022-03-13,0.44893705710712806,0.19471947194719474,0.8566801383154117
2022-03-14,0.4818674447686535,0.19691969196919695,0.8669078918571909
2022-03-15,0.5264693622342642,0.15401540154015403,0.8551773442857352
2022-03-16,0.5377240516882034,0.30803080308030806,0.8220429244663623
2022-03-17,0.5739891621508963,0.3146314631463146,0.8219116123666818
2022-03-18,0.5702375989995832,0.2486248624862486,0.853207662790528
2022-03-19,0.5593997498957899,0.26512651265126513,0.8908504646989305
2022-03-20,0.5694039182992914,0.24422442244224424,0.8887494711040429
2022-03-21,0.6202584410170904,0.26732673267326734,0.807686134901297
2022-03-22,0.6523551479783243,0.19471947194719474,0.7458527261850917
2022-03-23,0.6631929970821175,0.25412541254125415,0.6415325581056041
2022-03-24,0.6594414339308043,0.4015401540154015,0.7449043610207327
2022-03-25,0.6598582742809505,0.4961496149614962,0.5682458162506018
2022-03-26,0.6844518549395582,0.42904290429042896,0.47289864164927997
2022-03-27,0.7015423092955397,0.0946094609460946,0.6707130247012649
2022-03-28,0.6773655689870779,0.2662266226622662,0.82636163352252
2022-03-29,0.6844518549395582,0.3311331133113311,0.800726593618232
2022-03-30,0.6798666110879532,0.4279427942794279,0.7061818818482908
2022-03-31,0.6919549812421841,0.4741474147414741,0.6985074191336319
2022-04-01,0.7044601917465609,0.5566556655665567,0.6642933220502196
2022-04-02,0.7044601917465609,0.4994499449944995,0.5492055617969331
2022-04-03,0.6982075864943726,0.4631463146314632,0.7075825442448824
2022-04-04,0.7136306794497707,0.6534653465346534,0.6937072323786457
2022-04-05,0.7019591496456856,0.5445544554455446,0.750725864106567
2022-04-06,0.6994581075448103,0.46094609460946095,0.7418258217948905
2022-04-07,0.7203001250521051,0.4059405940594059,0.8179868396095654
2022-04-08,0.7257190496040018,0.4576457645764577,0.846496155473526
2022-04-09,0.7423926636098375,0.43454345434543457,0.8558339047841375
2022-04-10,0.7423926636098375,0.5566556655665567,0.8379170982944018
2022-04-11,0.7674030846185911,0.47194719471947194,0.829294270415384
2022-04-12,0.755731554814506,0.416941694169417,0.7165847181896439
2022-04-13,0.7419758232596914,0.5368536853685368,0.8124133704897942
2022-04-14,0.7849103793247187,0.4994499449944995,0.7248719707028115
2022-04-15,0.8361817423926636,0.4114411441144115,0.7778636980405317
2022-04-16,0.8240933722384327,0.4323432343234323,0.7203635886137819
2022-04-17,0.8115881617340557,0.4543454345434544,0.845299756343104
2022-04-18,0.8090871196331806,0.3894389438943895,0.8871737259078772
2022-04-19,0.7786577740725302,0.5159515951595159,0.8037759523774785
2022-04-20,0.7907461442267609,0.49834983498349844,0.6903222982535491
2022-04-21,0.7607336390162569,0.3872387238723872,0.7315251170866223
2022-04-22,0.7924135056273449,0.3476347634763477,0.6143655437050439
2022-04-23,0.8349312213422257,0.3432343234323433,0.8510774887290448
2022-04-24,0.8570237598999584,0.3311331133113311,0.9065057850275027
2022-04-25,0.8557732388495205,0.2904290429042904,0.8898729190679759
2022-04-26,0.8441017090454355,0.46534653465346537,0.8755161295029107
2022-04-27,0.8353480616923716,0.48184818481848185,0.8732838238083427
2022-04-28,0.8641100458524384,0.41364136413641367,0.8817461591210843
2022-04-29,0.8611921634014172,0.4587458745874588,0.8358744656327054
2022-04-30,0.8145060441850769,0.49724972497249725,0.6413282948394345
2022-05-01,0.7411421425593996,0.33443344334433445,0.7521265265031587
2022-05-02,0.700708628595248,0.3652365236523653,0.7343993930462948
2022-05-03,0.6848686952897041,0.34983498349834985,0.5026918980434497
2022-05-04,0.70862859524802,0.28602860286028603,0.8054538292067289
2022-05-05,0.7002917882451021,0.10781078107810779,0.6853762091655846
2022-05-06,0.7082117548978741,0.1232123212321232,0.9344898524927413
2022-05-07,0.7553147144643602,0.10341034103410343,0.8793387706269423
2022-05-08,0.7344726969570654,0.21122112211221122,0.8621806562686938
2022-05-09,0.6773655689870779,0.3949394939493949,0.388406600621544
2022-05-10,0.6390162567736557,0.3927392739273928,0.6319467748289296
2022-05-11,0.6761150479366402,0.4785478547854785,0.5030858343424911
2022-05-12,0.7061275531471445,0.5819581958195821,0.7110842002363618
2022-05-13,0.727803251354731,0.7502750275027503,0.6845737463342039
2022-05-14,0.7457273864110046,0.801980198019802,0.8760851486015262
2022-05-15,0.6973739057940809,0.7117711771177118,0.8118589416244766
2022-05-16,0.6977907461442268,0.6490649064906491,0.8112315615926698
2022-05-17,0.6802834514380991,0.6006600660066006,0.8498810895986226
2022-05-18,0.6890370987911629,0.55005500550055,0.809757948029589
2022-05-19,0.7398916215089621,0.5797579757975797,0.5168152438757496
2022-05-20,0.7519799916631931,0.5632563256325633,0.910255474985045
2022-05-21,0.7378074197582325,0.4576457645764577,0.7788412436714863
2022-05-22,0.6982075864943726,0.4433443344334434,0.4234523410029326
2022-05-23,0.7315548145060442,0.2068206820682068,0.8785654882621573
2022-05-24,0.7536473530637766,0.06930693069306931,0.8248442492595457
2022-05-25,0.751563151313047,0.2145214521452145,0.8589270342432775
2022-05-26,0.7728220091704876,0.28602860286028603,0.7999824917200427
2022-05-27,0.7849103793247187,0.31903190319031904,0.8366185675308948
2022-05-28,0.8082534389328886,0.1342134213421342,0.8708910255474984
2022-05-29,0.818674447686536,0.1342134213421342,0.5430776638118444
2022-05-30,0.7457273864110046,0.21342134213421343,0.7117115802681684
2022-05-31,0.7448937057107128,0.2046204620462046,0.6232655860167204
